Date,Canals to Kuraz Sugar Plantations,Flow A,Flow B,Flow C,Gibe-III Evaporation,Gibe-III Release,Koysha Evaporation,Koysha Release,Main Channel,Outflow to Lake Turkana
2031-01-01,73.95,53.61,21.44,15.01,20.68,82.33,13.92,89.83,15.879999999999999,30.89
2031-01-02,73.94,53.61,21.44,15.01,20.68,82.32,13.92,89.82,15.879999999999999,30.89
2031-01-03,73.94,53.61,21.44,15.01,20.67,82.32,13.92,89.82,15.879999999999999,30.89
2031-01-04,73.94,53.61,21.44,15.01,20.67,82.32,13.92,89.82,15.879999999999999,30.89
2031-01-05,73.94,53.61,21.44,15.01,20.66,82.32,13.92,89.82,15.879999999999999,30.89
2031-01-06,73.93,53.61,21.44,15.01,20.655,82.315,13.92,89.815,15.885000000000002,30.895
2031-01-07,73.92500000000001,53.61,21.44,15.01,20.65,82.31,13.92,89.81,15.885000000000002,30.895
2031-01-08,73.92,53.61,21.44,15.01,20.645,82.31,13.92,89.81,15.89,30.9
2031-01-09,73.91499999999999,53.61,21.44,15.01,20.64,82.305,13.92,89.805,15.89,30.9
2031-01-10,73.905,53.61,21.44,15.01,20.634999999999998,82.3,13.92,89.8,15.895,30.905
2031-01-11,73.905,53.61,21.44,15.01,20.63,82.3,13.92,89.8,15.895,30.905
2031-01-12,73.89,53.61,21.44,15.01,20.625,82.29,13.92,89.79,15.9,30.91
2031-01-13,73.88499999999999,53.61,21.44,15.01,20.62,82.29,13.92,89.79,15.905000000000001,30.915
2031-01-14,73.87,53.61,21.44,15.01,20.615000000000002,82.28,13.92,89.78,15.91,30.92
2031-01-15,73.86500000000001,53.61,21.44,15.01,20.61,82.275,13.92,89.775,15.91,30.92
2031-01-16,73.85499999999999,53.61,21.44,15.01,20.605,82.27,13.92,89.77,15.915,30.925
2031-01-17,73.84,53.61,21.44,15.01,20.6,82.26,13.92,89.76,15.920000000000002,30.93
2031-01-18,73.83,53.61,21.44,15.01,20.595,82.255,13.92,89.755,15.925,30.935000000000002
2031-01-19,73.82,53.61,21.44,15.01,20.59,82.25,13.92,89.75,15.93,30.94
2031-01-20,73.805,53.61,21.44,15.01,20.585,82.24,13.92,89.74,15.934999999999999,30.945
2031-01-21,74.2,53.61,21.44,15.01,20.58,82.23,13.92,90.23,16.03,31.04
2031-01-22,73.775,53.61,21.44,15.01,20.575,82.225,13.92,89.725,15.95,30.96
2031-01-23,73.765,53.61,21.44,15.01,20.57,82.215,13.92,89.715,15.95,30.96
2031-01-24,73.745,53.61,21.44,15.01,20.56,82.205,13.92,89.705,15.96,30.97
2031-01-25,73.72999999999999,53.61,21.44,15.01,20.56,82.2,13.92,89.7,15.969999999999999,30.98
2031-01-26,73.715,53.61,21.44,15.01,20.55,82.19,13.92,89.69,15.975000000000001,30.985
2031-01-27,73.7,53.61,21.44,15.01,20.55,82.18,13.92,89.68,15.98,30.99
2031-01-28,73.675,53.61,21.44,15.01,20.54,82.16499999999999,13.92,89.66499999999999,15.989999999999998,31.0
2031-01-29,73.655,53.61,21.44,15.01,20.54,82.155,13.92,89.655,16.0,31.01
2031-01-30,73.64,53.61,21.44,15.01,20.53,82.14500000000001,13.92,89.64500000000001,16.005000000000003,31.015
2031-01-31,73.62,53.61,21.44,15.01,20.53,82.13499999999999,13.92,89.63499999999999,16.015,31.025
2031-02-01,60.265,47.81,19.12,13.39,21.01,75.17,14.25,80.17,19.905,33.295
2031-02-02,60.25,47.81,19.12,13.39,21.005000000000003,75.16,14.25,80.16,19.91,33.3
2031-02-03,59.86,47.81,19.12,13.39,21.0,75.15,14.25,79.65,19.79,33.18
2031-02-04,60.22,47.81,19.12,13.39,20.994999999999997,75.14,14.25,80.14,19.92,33.31
2031-02-05,60.205,47.81,19.12,13.39,20.99,75.13,14.25,80.13,19.925,33.315
2031-02-06,60.195,47.81,19.12,13.39,20.985,75.125,14.25,80.125,19.93,33.32
2031-02-07,59.8,47.81,19.12,13.39,20.98,75.11500000000001,14.25,79.61500000000001,19.815,33.205
2031-02-08,60.155,47.81,19.12,13.39,20.97,75.1,14.25,80.1,19.945,33.335
2031-02-09,60.14,47.81,19.12,13.39,20.97,75.09,14.25,80.09,19.95,33.34
2031-02-10,59.75,47.81,19.12,13.39,20.96,75.08,14.25,79.58,19.83,33.22
2031-02-11,60.11,47.81,19.12,13.39,20.96,75.07,14.25,80.07,19.96,33.35
2031-02-12,60.09,47.81,19.12,13.39,20.95,75.06,14.25,80.06,19.97,33.36
2031-02-13,60.075,47.81,19.12,13.39,20.95,75.045,14.25,80.045,19.97,33.36
2031-02-14,59.68,47.81,19.12,13.39,20.94,75.035,14.25,79.535,19.855,33.245
2031-02-15,60.035,47.81,19.12,13.39,20.94,75.025,14.25,80.025,19.99,33.38
2031-02-16,60.015,47.81,19.12,13.39,20.93,75.01,14.25,80.01,19.994999999999997,33.385000000000005
2031-02-17,60.0,47.81,19.12,13.39,20.93,75.0,14.25,80.0,20.0,33.39
2031-02-18,59.599999999999994,47.81,19.12,13.39,20.92,74.985,14.25,79.485,19.885,33.275
2031-02-19,59.96,47.81,19.12,13.39,20.92,74.975,14.25,79.975,20.015,33.405
2031-02-20,59.935,47.81,19.12,13.39,20.91,74.96,14.25,79.96,20.025,33.415
2031-02-21,59.54,47.81,19.12,13.39,20.91,74.945,14.25,79.445,19.905,33.295
2031-02-22,59.894999999999996,47.81,19.12,13.39,20.9,74.935,14.25,79.935,20.04,33.43
2031-02-23,59.870000000000005,47.81,19.12,13.39,20.895,74.91499999999999,14.25,79.91499999999999,20.045,33.435
2031-02-24,59.855000000000004,47.81,19.12,13.39,20.89,74.905,14.25,79.905,20.05,33.44
